prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,TURTLE,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,199017128702we,1131619900203103744,0,1,3,,2,1,103,103,Y,2,180,,1.5,1131619900203007,744,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1131619900203,02,we,,,1131619900203007,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1400,99998,2,8,55,3188.2894976,199017128702we,,0,1131619900203007
,BLACKTIP SHARK,199017128702we,1131619900203103744,,1,3,,2,1,103,103,Y,0,26,,5,1131619900203006,744,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1131619900203,02,we,,,1131619900203006,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8708020507,0,1,1,8,1350,34689,2,8,48,3188.2894976,199017128702we,,0,1131619900203006
,SPOTTED SEATROUT,199017128702we,1131619900203103744,0,1,3,,3,0,103,103,Y,8,52,,2,1131619900203013,744,8,7,1,0,1,,,,7,12,12,7,1,1,1990,1131619900203,02,we,,,1131619900203013,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835440102,0,1,1,8,1535,34698,2,8,42,3188.2894976,199017128702we,,0,1131619900203012
,BLACKTIP SHARK,199017128702we,1131619900203103744,0,1,3,,2,1,103,103,Y,0,52,,5,1131619900203005,744,8,7,3,0,0,,,,7,12,12,7,1,1,1990,1131619900203,02,we,,,1131619900203005,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8708020507,0,1,1,8,1345,34660,2,8,45,3188.2894976,199017128702we,,0,1131619900203005
,,199017128701we,1131619900127103888,,1,3,,2,1,103,103,Y,98,998,,2,1131619900127022,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1131619900127,01,we,,,1131619900127022,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1740,34642,2,,47,3188.2894976,199017128701we,,0,1131619900127022
,,199017128701we,1131619900127103888,,1,3,,2,1,103,103,Y,0,3,,2,1131619900127021,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1131619900127,01,we,,,1131619900127021,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1735,34642,2,,23,3188.2894976,199017128701we,,0,1131619900127021
,,199017128701we,1131619900127103888,,1,3,,2,1,103,71,O,0,1,,2,1131619900127020,888,8,7,0,0,0,,,,5,12,36,7,1,1,1990,1131619900127,01,we,,,1131619900127020,,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1730,12550,2,,26,2601.1836354,199017128701we,,0,1131619900127020
,SPOTTED SEATROUT,199017128702we,1131619900203103744,0,1,3,,2,1,103,103,Y,15,104,,1.5,1131619900203017,744,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1131619900203,02,we,,,1131619900203017,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835440102,0,1,1,8,1630,34698,2,8,30,3188.2894976,199017128702we,,0,1131619900203017
,SPOTTED SEATROUT,199017128701we,1131619900127103888,,1,3,,2,1,103,103,Y,8,52,,5,1131619900127016,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1131619900127,01,we,,,1131619900127016,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835440102,0,1,1,8,1655,33565,2,,28,3188.2894976,199017128701we,,0,1131619900127016
,SPOTTED SEATROUT,199017128701we,1131619900127103888,,1,3,,2,1,103,103,Y,8,100,,1,1131619900127015,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1131619900127,01,we,,,1131619900127015,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835440102,0,1,88,8,1650,33703,2,,30,3188.2894976,199017128701we,,0,1131619900127015
,SPOTTED SEATROUT,199017128701we,1131619900127103888,0,1,3,,2,1,103,103,Y,8,50,,1,1131619900127014,888,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1131619900127,01,we,,,1131619900127014,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835440102,0,1,88,8,1645,33713,2,,21,3188.2894976,199017128701we,,0,1131619900127014
,,199017128702wd,1086519900221101326,,1,3,,2,1,101,103,Y,25,120,,5,1086519900221008,326,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221008,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1715,33540,2,8,30,6720.2667104,199017128702wd,,0,1086519900221008
,,199017128702wd,1131619900207103770,0,1,3,,3,0,103,57,Y,6,52,,3,1131619900207016,770,8,7,4,0,1,,,,7,12,12,7,1,1,1990,1131619900207,02,wd,,,1131619900207016,1,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,0,0,1,3,8,1625,33584,2,8,30,4444.7352063,199017128702wd,,0,1131619900207014
,,199017128702wd,1086519900221101326,0,1,3,,2,1,101,103,Y,25,120,,5,1086519900221007,326,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221007,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1700,33540,2,8,28,6720.2667104,199017128702wd,,0,1086519900221007
,,199017128702wd,1086519900221101326,,1,3,,2,1,101,103,Y,7,48,,4,1086519900221006,326,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221006,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1620,33592,2,8,33,6720.2667104,199017128702wd,,0,1086519900221006
,,199017128702wd,1086519900221101326,,1,3,,2,1,101,103,Y,7,48,,1,1086519900221005,326,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221005,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1600,33592,2,8,36,6720.2667104,199017128702wd,,0,1086519900221005
,,199017128702wd,1086519900221101326,,1,3,,2,1,101,103,Y,20,20,,3,1086519900221004,326,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221004,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1345,34642,2,8,60,6720.2667104,199017128702wd,,0,1086519900221004
,,199017128702wd,1086519900221101326,,1,3,,2,1,101,103,Y,20,20,,3,1086519900221003,326,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221003,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1330,34642,2,8,65,6720.2667104,199017128702wd,,0,1086519900221003
,,199017128702wd,1086519900221101326,,1,3,,2,1,101,103,Y,10,10,,3,1086519900221002,326,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221002,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1315,34642,2,8,60,6720.2667104,199017128702wd,,0,1086519900221002
,,199017128702wd,1086519900221101326,0,1,3,,2,1,101,103,Y,30,30,,3,1086519900221001,326,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1086519900221,02,wd,,,1086519900221001,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1300,34642,2,8,60,6720.2667104,199017128702wd,,0,1086519900221001
,,199017128702we,1086519900218103888,,1,3,,2,1,103,103,Y,7,48,,3,1086519900218008,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900218,02,we,,,1086519900218008,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2045,33707,2,8,23,3188.2894976,199017128702we,,0,1086519900218008
,,199017128702we,1086519900218103888,,1,3,,2,1,103,103,Y,7,48,,3,1086519900218007,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900218,02,we,,,1086519900218007,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2030,33707,2,8,24,3188.2894976,199017128702we,,0,1086519900218007
,,199017128702we,1086519900218103888,,1,3,,2,1,103,103,Y,1,12,,1.5,1086519900218002,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900218,02,we,,,1086519900218002,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1815,33709,2,8,30,3188.2894976,199017128702we,,0,1086519900218002
,,199017128702wd,113621990022275840,,1,3,,2,1,75,75,Y,0,0,,3,1136219900222001,840,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1136219900222,02,wd,,,1136219900222001,,,,8,1,,Levy,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1000,32625,2,8,48,6720.2667104,199017128702wd,,0,1136219900222001
,,199017128702we,1086519900218103888,,1,3,,2,1,103,103,Y,1,12,,1.5,1086519900218001,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900218,02,we,,,1086519900218001,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1800,33709,2,8,30,3188.2894976,199017128702we,,0,1086519900218001
,,199017128702wd,1086519900216103888,,1,3,,2,1,103,103,Y,30,148,,5,1086519900216005,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900216,02,wd,,,1086519900216005,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1625,33710,2,8,30,4444.7352063,199017128702wd,,0,1086519900216005
,,199017128702wd,113621990022717957,,1,3,,2,1,17,119,O,0,0,,5,1136219900227003,957,8,7,0,0,0,,,,7,12,1,7,1,1,1990,1136219900227,02,wd,,,1136219900227003,,,,8,9,,,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1530,99998,2,8,24,5482.7667958,199017128702wd,,0,1136219900227003
,,199017128702wd,1086519900216103888,,1,3,,2,1,103,103,Y,30,148,,5,1086519900216004,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900216,02,wd,,,1086519900216004,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1600,33710,2,8,31,4444.7352063,199017128702wd,,0,1086519900216004
,,199017128702wd,1086519900216103888,,1,3,,3,0,103,103,Y,7,48,,5,1086519900216003,888,8,7,0,0,1,,,,7,12,12,7,1,1,1990,1086519900216,02,wd,,,1086519900216003,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1330,33709,2,8,72,4444.7352063,199017128702wd,,0,1086519900216001
,,199017128702wd,1086519900216103888,,1,3,,3,0,103,103,Y,7,48,,5,1086519900216002,888,8,7,0,0,1,,,,7,12,12,7,1,1,1990,1086519900216,02,wd,,,1086519900216002,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1315,33709,2,8,60,4444.7352063,199017128702wd,,0,1086519900216001
,,199017128702wd,1086519900216103888,0,1,3,,1,3,103,103,Y,7,48,,5,1086519900216001,888,8,7,0,10,0,,,,7,12,12,7,1,1,1990,1086519900216,02,wd,,,1086519900216001,1,2,0,8,1,,Pinellas,08AUG91:08:36,3,2,1,,,,0,0,1,1,2,1300,33709,2,8,61,4444.7352063,199017128702wd,,0,1086519900216001
,,199017128702we,1086519900211103749,0,1,3,,2,1,103,31,O,30,148,,3,1086519900211008,749,8,7,1,0,0,,,,6,12,12,7,1,1,1990,1086519900211,02,we,,,1086519900211008,1,,,8,1,,Duval,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2015,32207,2,8,37,2601.1836354,199017128702we,,0,1086519900211008
,,199017128702we,1086519900211103749,,1,3,,2,1,103,103,Y,30,148,,3,1086519900211007,749,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900211,02,we,,,1086519900211007,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2000,33711,2,8,38,3188.2894976,199017128702we,,0,1086519900211007
,,199017128702we,1086519900211103749,,1,3,,2,1,103,7,O,10,20,,5,1086519900211006,749,8,7,0,0,0,,,,4,12,44,7,1,1,1990,1086519900211,02,we,,,1086519900211006,,,,8,1,,Providence,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1840,02903,2,8,65,2601.1836354,199017128702we,,0,1086519900211006
,,199017128702we,1086519900211103749,0,1,3,,2,1,103,7,O,10,20,,5,1086519900211005,749,8,7,1,0,0,,,,4,12,44,7,1,1,1990,1086519900211,02,we,,,1086519900211005,1,,,8,1,,Providence,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1830,02903,2,8,60,2601.1836354,199017128702we,,0,1086519900211005
,,199017128702we,115811990021087339,0,1,3,,2,1,87,19,O,2,30,,3.5,1158119900210003,339,8,7,3,0,0,,,,6,12,45,7,1,1,1990,1158119900210,02,we,,,1158119900210003,1,0,19,8,1,,Charleston,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1515,99999,2,8,42,7927.7117663,199017128702we,,0,1158119900210003
,,199017128702we,1086519900211103767,,1,3,,2,1,103,103,Y,4,24,,4,1086519900211004,767,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900211,02,we,,,1086519900211004,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1540,33707,2,8,23,3188.2894976,199017128702we,,0,1086519900211004
,,199017128702we,1086519900211103767,,1,3,,2,1,103,103,Y,7,48,,4,1086519900211003,767,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900211,02,we,,,1086519900211003,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1530,33707,2,8,25,3188.2894976,199017128702we,,0,1086519900211003
,,199017128702we,1086519900211103767,,1,3,,2,1,103,103,Y,7,48,,4,1086519900211002,767,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900211,02,we,,,1086519900211002,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1515,33710,2,8,28,3188.2894976,199017128702we,,0,1086519900211002
,,199017128702we,1086519900211103767,,1,3,,2,1,103,103,Y,7,48,,4,1086519900211001,767,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900211,02,we,,,1086519900211001,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1500,33707,2,8,25,3188.2894976,199017128702we,,0,1086519900211001
,SPOTTED SEATROUT,199017128702we,115821990021871589,,1,3,,2,1,71,71,Y,10,50,,2,1158219900218007,589,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1158219900218,02,we,,,1158219900218007,,,,8,1,,Lee,08AUG91:08:36,3,8,1,,,,8835440102,0,1,1,8,1330,33971,2,8,24,7098.7972833,199017128702we,,0,1158219900218007
,,199017128702we,1086519900203103888,,1,3,,2,1,103,103,Y,7,48,,6,1086519900203009,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203009,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2025,34665,2,8,30,3188.2894976,199017128702we,,0,1086519900203009
,,199017128702we,1086519900203103888,,1,3,,2,1,103,103,Y,7,48,,6,1086519900203008,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203008,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2015,34665,2,8,30,3188.2894976,199017128702we,,0,1086519900203008
,,199017128702we,115821990021871589,0,1,3,,2,1,71,89,O,1,3,,2,1158219900218011,589,8,7,1,0,0,,,,,12,17,7,1,1,1990,1158219900218,02,we,,,1158219900218011,1,,,8,9,,,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1435,60134,2,8,35,5791.5930591,199017128702we,,0,1158219900218011
,,199017128702we,1086519900203103888,0,1,3,,2,1,103,103,Y,7,48,,6,1086519900203007,888,8,7,4,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203007,1,0,6,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2000,34665,2,8,20,3188.2894976,199017128702we,,0,1086519900203007
,,199017128702we,1086519900203103888,,1,3,,2,1,103,103,Y,6,36,,12,1086519900203006,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203006,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1940,34707,2,8,40,3188.2894976,199017128702we,,0,1086519900203006
,,199017128702we,1086519900203103888,,1,3,,2,1,103,103,Y,6,36,,12,1086519900203005,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203005,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1928,34707,2,8,40,3188.2894976,199017128702we,,0,1086519900203005
,,199017128702we,1086519900203103888,,1,3,,2,1,103,103,Y,6,36,,12,1086519900203004,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203004,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1915,34707,2,8,40,3188.2894976,199017128702we,,0,1086519900203004
,,199017128702we,1086519900203103888,0,1,3,,2,1,103,103,Y,6,36,,12,1086519900203003,888,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203003,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1900,34707,2,8,49,3188.2894976,199017128702we,,0,1086519900203003
,,199017128702we,1086519900203103888,,1,3,,2,1,103,103,Y,2,12,,8,1086519900203002,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203002,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1840,34642,2,8,34,3188.2894976,199017128702we,,0,1086519900203002
,,199017128702we,115821990021871589,,1,3,,2,1,71,143,O,2,2,,6,1158219900218019,589,8,7,0,0,0,,,,,12,39,7,1,1,1990,1158219900218,02,we,,,1158219900218019,,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1620,43420,2,8,29,5791.5930591,199017128702we,,0,1158219900218019
,,199017128702we,1086519900203103888,0,1,3,,1,1,103,103,Y,2,12,,8,1086519900203001,888,8,7,0,1,0,,,,7,12,12,7,1,1,1990,1086519900203,02,we,,,1086519900203001,1,1,0,8,1,,Pinellas,08AUG91:08:36,3,1,1,,,,0,0,1,1,8,1830,34642,2,8,54,3188.2894976,199017128702we,,0,1086519900203001
,,199017128701we,1086519900128103888,,1,3,,2,1,103,103,Y,30,180,,4,1086519900128008,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900128,01,we,,,1086519900128008,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1845,33707,2,,26,3188.2894976,199017128701we,,0,1086519900128008
,,199017128701we,1086519900128103888,,1,3,,2,1,103,103,Y,21,126,,4,1086519900128007,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900128,01,we,,,1086519900128007,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1830,33707,2,,25,3188.2894976,199017128701we,,0,1086519900128007
,,199017128701we,1086519900128103888,,1,3,,2,1,103,103,Y,60,360,,8,1086519900128006,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900128,01,we,,,1086519900128006,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1745,33708,2,,98,3188.2894976,199017128701we,,0,1086519900128006
,,199017128701we,1086519900128103888,0,1,3,,2,1,103,111,O,40,60,,3,1086519900128005,888,8,7,1,0,0,,,,,12,18,7,1,1,1990,1086519900128,01,we,,,1086519900128005,1,,,8,1,,,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1730,47922,2,,55,2601.1836354,199017128701we,,0,1086519900128005
,,199017128701we,1086519900128103888,,1,3,,2,1,103,103,Y,7,48,,2,1086519900128002,888,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900128,01,we,,,1086519900128002,,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1615,33709,2,,25,3188.2894976,199017128701we,,0,1086519900128002
,,199017128701we,1086519900128103888,0,1,3,,2,1,103,103,Y,7,48,,2,1086519900128001,888,8,7,2,0,0,,,,7,12,12,7,1,1,1990,1086519900128,01,we,,,1086519900128001,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1600,33709,2,,25,3188.2894976,199017128701we,,0,1086519900128001
,,199017128701we,1086519900127101899,,1,3,,2,1,101,101,Y,7,48,,4,1086519900127008,899,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127008,,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,2015,34691,2,,34,3204.8482998,199017128701we,,0,1086519900127008
,SPOTTED SEATROUT,199017128702we,115851990021015238,0,1,3,,2,1,15,15,Y,12,70,,2,1158519900210002,238,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1158519900210,02,we,,,1158519900210002,1,0,2,8,1,,Charlotte,08AUG91:08:36,3,8,1,,,,8835440102,0,1,1,8,1355,33980,2,8,34,7098.7972833,199017128702we,,0,1158519900210002
,SHEEPSHEAD,199017128702wd,115861990022015238,0,1,3,,1,4,15,15,Y,8,8,,3,1158619900220002,238,8,7,0,8,0,,,,7,12,12,7,1,1,1990,1158619900220,02,wd,,,1158619900220002,1,1,0,8,1,,Charlotte,08AUG91:08:36,3,2,1,,,,8835430301,0,1,1,2,1609,33948,2,8,68,9896.301522,199017128702wd,,0,1158619900220002
,,199017128701we,1086519900127101899,,1,3,,2,1,101,101,Y,7,48,,4,1086519900127007,899,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127007,,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1950,34691,2,,31,3204.8482998,199017128701we,,0,1086519900127007
,,199017128701we,1086519900127101899,,1,3,,2,1,101,101,Y,15,100,,4,1086519900127006,899,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127006,,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1930,34691,2,,30,3204.8482998,199017128701we,,0,1086519900127006
,,199017128701we,1086519900127101899,,1,3,,2,1,101,101,Y,7,48,,7,1086519900127005,899,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127005,,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1815,34691,2,,30,3204.8482998,199017128701we,,0,1086519900127005
,,199017128701we,1086519900127101899,0,1,3,,2,1,101,101,Y,7,48,,7,1086519900127004,899,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127004,1,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1800,34691,2,,27,3204.8482998,199017128701we,,0,1086519900127004
,,199017128701we,1086519900127101899,,1,3,,2,1,101,101,Y,7,48,,5,1086519900127003,899,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127003,,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1715,32141,2,,32,3204.8482998,199017128701we,,0,1086519900127003
,,199017128701we,1086519900127101899,0,1,3,,2,1,101,101,Y,7,48,,5,1086519900127002,899,8,7,1,0,0,,,,7,12,12,7,1,1,1990,1086519900127,01,we,,,1086519900127002,1,,,8,1,,Pasco,08AUG91:08:36,3,8,1,,,,0,0,1,1,8,1700,32141,2,,43,3204.8482998,199017128701we,,0,1086519900127002
,GAG,199017128702we,1000919900204103770,0,1,3,,3,0,103,103,Y,4,7,,5.5,1000919900204018,770,8,7,6,0,1,,,,7,12,12,7,1,1,1990,1000919900204,02,we,,,1000919900204018,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835020501,0,1,1,8,1704,33708,2,8,37,3188.2894976,199017128702we,,0,1000919900204016
,GAG,199017128702we,1000919900204103770,0,1,3,,3,0,103,103,Y,0,0,,5.5,1000919900204017,770,8,7,7,0,1,,,,7,12,12,7,1,1,1990,1000919900204,02,we,,,1000919900204017,1,,,8,1,,Pinellas,08AUG91:08:36,3,8,1,,,,8835020501,0,1,1,8,1650,33713,2,8,37,3188.2894976,199017128702we,,0,1000919900204016
,GAG,199017128702we,1000919900204103770,0,1,3,,1,3,103,103,Y,2,12,,5.5,1000919900204016,770,8,7,5,17,0,,,,7,12,12,7,1,1,1990,1000919900204,02,we,,,1000919900204016,1,15,0,8,1,,Pinellas,08AUG91:08:36,3,2,1,,,,8835020501,0,1,1,2,1643,33713,2,8,39,3188.2894976,199017128702we,,0,1000919900204016
,UNIDENTIFIED GROUPER,199017128702we,1000919900203103770,0,1,3,,2,1,103,57,Y,4,26,,4,1000919900203007,770,8,7,4,0,0,,,,7,12,12,7,1,1,1990,1000919900203,02,we,,,1000919900203007,1,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,8835025000,0,1,1,8,1348,33614,2,8,11,3188.2894976,199017128702we,,0,1000919900203007
,UNIDENTIFIED GROUPER,199017128702we,1000919900203103770,0,1,3,,2,1,103,57,Y,4,26,,4.9,1000919900203006,770,8,7,2,0,0,,,,7,12,12,7,1,1,1990,1000919900203,02,we,,,1000919900203006,1,,,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,8835025000,0,1,1,8,1342,33614,2,8,31,3188.2894976,199017128702we,,0,1000919900203006
,UNIDENTIFIED GROUPER,199017128702we,1000919900203103770,0,1,3,,2,1,103,57,Y,1,6,,4,1000919900203005,770,8,7,2,0,0,,,,7,12,12,7,1,1,1990,1000919900203,02,we,,,1000919900203005,1,0,1,8,1,,Hillsborough,08AUG91:08:36,3,8,1,,,,8835025000,0,1,1,8,1338,33682,2,8,53,3188.2894976,199017128702we,,0,1000919900203005
,GROUPER GENUS (EPINEPHELUS),199017128702we,115821990021871589,,1,4,,2,1,71,71,Y,6,7,,5,1158219900218025,589,8,7,0,0,0,,,,7,12,12,7,1,1,1990,1158219900218,02,we,,,1158219900218025,,,,8,1,,Lee,08AUG91:08:36,4,8,1,,,,8835020400,0,1,1,8,1755,33923,2,8,30,13871.612377,199017128702we,,0,1158219900218025
,GROUPER GENUS (EPINEPHELUS),199017128702we,115821990021871589,0,1,4,,2,1,71,71,Y,6,7,,5,1158219900218024,589,8,7,2,0,0,,,,7,12,12,7,1,1,1990,1158219900218,02,we,,,1158219900218024,1,,,8,1,,Lee,08AUG91:08:36,4,8,1,,,,8835020400,0,1,1,8,1745,33923,2,8,31,13871.612377,199017128702we,,0,1158219900218024
COBIA,ATLANTIC TARPON,199017128702wd,115811990022087925,0,1,4,,1,2,87,43,O,1,49,,7,1158119900220002,925,8,7,0,5,0,,,,,12,17,7,1,1,1990,1158119900220,02,wd,,,1158119900220002,1,2,0,8,1,,,08AUG91:08:36,4,2,1,,,,8738020201,8835260101,1,1,2,1630,60515,2,8,55,21596.24106,199017128702wd,,0,1158119900220002
